exp_id,Temp,Press,Solvent,Time,conversion (%),ee (%),Comp._1,Comp._2,Comp._3,Comp._4,Comp._5,Mol. wt._1,Mol. wt._2,Mol. wt._3,Mol. wt._4,Mol. wt._5,mols_1,mols_2,mols_3,mols_4,mols_5,Eq. wt._1,Eq. wt._2,Eq. wt._3,Eq. wt._4,Eq. wt._5,Wt. taken_1,Wt. taken_2,Wt. taken_3,Wt. taken_4,Wt. taken_5
KK-502,50°C,30 bar,Methanol, 3 hrs,80%,94%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.0740 mmol,0.0037 mmol,0.0074 mmol,0.113 mmol,--,1 eq ,5 mol% ,10 mol% ,150 mol% ,--,30 mg ,1.8 mg ,3.9 mg ,15 mg ,--
KK-503,50°C,30 bar,Methanol, 3 hrs,87%,94%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.0740 mmol,0.0037 mmol,0.0074 mmol,0.1484 mmol,--,1 eq ,5 mol% ,10 mol% ,200 mol% ,--,30 mg ,1.8 mg ,3.9 mg ,20 mg ,--
KK-504,50°C,30 bar,Methanol, 3 hrs,75%,95%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2052 mmol,0.0102 mmol,0.0205 mmol,0.3079 mmol,--,1 eq ,5 mol% ,10 mol% ,150 mol% ,--,83 mg ,4.9 mg ,10.8 mg ,43 mg ,--
KK-505,50°C,30 bar,Methanol, 4 hrs,99%,94%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2052 mmol,0.0102 mmol,0.0205 mmol,0.3079 mmol,--,1 eq ,5 mol% ,10 mol% ,150 mol% ,--,83 mg ,4.9 mg ,10.8 mg ,43 mg ,--
KK-506,50°C,30 bar,methanol, 3 hrs,03%,92%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,2.4734 mmol,0.0247 mmol,0.0494 mmol,3.7101 mmol,--,100 ,1 ,2 ,150 ,--,1000 mg ,12 mg ,26 mg ,512 mg ,--
KK-507,50°C,30 bar,methanol, 18 hrs,89%,94%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,2.4734 mmol,0.0247 mmol,0.0296 mmol,2.4734 mmol,--,100 ,1 ,1.2 ,100 ,--,1000 mg ,12 mg ,16 mg ,340 mg ,--
KK-508,50°C,30 bar,methanol, 18 hrs,93%,94%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,2.4734 mmol,0.0247 mmol,0.0296 mmol,2.4734 mmol,--,100 ,1 ,1.2 ,100 ,--,1000 mg ,12 mg ,16 mg ,340 mg ,--
KK-509,50°C,30 bar,methanol, 4 hrs,38%,97%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,2.4734 mmol,0.1236 mmol,0.2473 mmol,3.7109 mmol,--,1 ,5 mol% ,10 mol% ,150 mol% ,--,1000 mg ,60 mg ,130 mg ,512 mg ,--
KK-510,50°C,30 bar,methanol, 4 hrs,99%,94%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,2.4734 mmol,0.1236 mmol,0.2473 mmol,3.7109 mmol,--,1 ,5 mol% ,10 mol% ,150 mol% ,--,1000 mg ,60 mg ,130 mg ,512 mg ,--
KK-511,45°C,30 bar,methanol, 3.5 hrs,60%,94%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,2.4734 mmol,0.1236 mmol,0.2473 mmol,3.7109 mmol,--,1 ,5 mol% ,10 mol% ,150 mol% ,--,1000 mg ,60 mg ,130 mg ,512 mg ,--
KK-512,50°C,30 bar,methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Sodium benzoate ,--,405.30 ,468.30 ,526.51 ,144.10 ,--,0.2135 mmol,0.0021 mmol,0.0022 mmol,0.2135 mmol,--,100 ,1 ,1.1 ,100 ,--,86 mg ,1 mg ,1.2 mg ,30 mg ,--
KK-514,50°C,30 bar,methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,(R)-Xylyl-P-Phos (L7) ,Salicylic acid ,--,405.30 ,468.30 ,756.85 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0022 mmol,0.2135 mmol,--,100 ,1 ,1.1 ,100 ,--,86 mg ,1 mg ,1.7 mg ,28 mg ,--
KK-515,50°C,30 bar,methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,(R) Quinox (L10) ,Salicylic acid ,--,405.30 ,468.30 ,334.38 ,138.12 ,--,0.4112 mmol,0.0041 mmol,0.0045 mmol,0.4112 mmol,--,100 ,1 ,1.1 ,100 ,--,166 mg ,2 mg ,1.5 mg ,56 mg ,--
KK-516,50°C,30 bar,methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,(S)-Tol-SDP (L8) ,Salicylic acid ,--,405.30 ,468.30 ,644.76 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0022 mmol,0.2135 mmol,--,100 ,1 ,1.1 ,100 ,--,86 mg ,2 mg ,1.4 mg ,28 mg ,--
KK-517,50°C,30 bar,methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,(R)-Xyl-SDP (L9) ,Salicylic acid ,--,405.30 ,468.30 ,700.87 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0022 mmol,0.2135 mmol,--,100 ,1 ,1.1 ,100 ,--,86 mg ,1 mg ,1.5 mg ,28 mg ,--
KK-518,50°C,30 bar,methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L4 ,Salicylic acid ,--,405.30 ,468.30 ,306.36 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0022 mmol,0.2135 mmol,--,100 ,1 ,1.1 ,100 ,--,86 mg ,1 mg ,0.7 mg ,28 mg ,--
KK-519,50°C,30 bar,methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L6 ,Salicylic acid ,--,405.30 ,468.30 ,418.58 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0022 mmol,0.2135 mmol,--,100 ,1 ,1.1 ,100 ,--,86 mg ,1 mg ,0.9 mg ,28 mg ,--
KK-520,50°C,30 bar,methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L5 ,Salicylic acid ,--,405.30 ,468.30 ,362.47 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0022 mmol,0.2135 mmol,--,100 ,1 ,1.1 ,100 ,--,86 mg ,1 mg ,0.8 mg ,28 mg ,--
KK-520,50°C,30 bar,methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Salicylic acid ,--,405.30 ,468.30 ,414.28 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0022 mmol,0.2135 mmol,--,100 ,1 ,1.1 ,100 ,--,86 mg ,1 mg ,0.9 mg ,28 mg ,--
KK-531,50°C,30 bar,methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Sodium benzoate ,--,405.30 ,468.30 ,526.51 ,144.10 ,--,0.2135 mmol,0.0021 mmol,0.0022 mmol,0.0022 mmol,--,100 ,1 ,1.1 ,1.1 ,--,86 mg ,1 mg ,1.2 mg ,0.3 mg ,--
KK-532,50°C,30 bar,methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,PPTS ,--,405.30 ,468.30 ,526.51 ,251.30 ,--,0.2135 mmol,0.0021 mmol,0.0022 mmol,0.0022 mmol,--,100 ,1 ,1.1 ,1.1 ,--,86 mg ,1 mg ,1.2 mg ,0.6 mg ,--
KK-533,50°C,30 bar,methanol, 18 hrs,15%,92%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,PPTS ,--,405.30 ,468.30 ,526.51 ,251.30 ,--,0.2135 mmol,0.0021 mmol,0.0022 mmol,0.2135 mmol,--,100 ,1 ,1.1 ,100 ,--,86 mg ,1 mg ,1.2 mg ,52 mg ,--
KK-534,45°C,30 bar,Methanol, 8 hrs,85%,92%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,12.3380 mmol,0.1233 mmol,0.1480 mmol,12.3380 mmol,--,100 ,1 ,1.2 ,100 ,--,5000 mg ,60 mg ,78 mg ,1740 mg ,--
KK-535,90°C,20 bar,methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L4 ,Ammonium chloride ,--,405.30 ,468.30 ,306.36 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0022 mmol,0.0213 mmol,--,100 ,1 ,1.05 ,10 ,--,86 mg ,1 mg ,0.6 mg ,1 mg ,--
KK-536,90°C,20 bar,methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L1 ,Ammonium chloride ,--,405.30 ,468.30 ,498.93 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0213 mmol,--,100 ,1 ,1.05 ,10 ,--,86 mg ,1 mg ,1.1 mg ,1 mg ,--
KK-537,90°C,20 bar,methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L2 ,Ammonium chloride ,--,405.30 ,468.30 ,426.47 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0213 mmol,--,100 ,1 ,1.05 ,10 ,--,86 mg ,1 mg ,0.9 mg ,1 mg ,--
KK-538,90°C,20 bar,methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L6 ,Ammonium chloride ,--,405.30 ,468.30 ,418.58 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0213 mmol,--,100 ,1 ,1.05 ,10 ,--,86 mg ,1 mg ,0.9 mg ,1 mg ,--
KK-539,90°C,20 bar,methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,(R)-Xylyl-P-Phos (L7) ,Ammonium chloride ,--,405.30 ,468.30 ,756.85 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0213 mmol,--,100 ,1 ,1.05 ,10 ,--,86 mg ,1 mg ,1.6 mg ,1 mg ,--
KK-540,90°C,20 bar,methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,(R) QuinoxP (L10) ,Ammonium chloride ,--,405.30 ,468.30 ,334.38 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0213 mmol,--,100 ,1 ,1.05 ,10 ,--,86 mg ,1 mg ,0.7 mg ,1 mg ,--
KK-541,90°C,20 bar,methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,(S)-Tol-SDP (L8) ,Ammonium chloride ,--,405.30 ,468.30 ,644.76 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0213 mmol,--,100 ,1 ,1.05 ,10 ,--,86 mg ,1 mg ,1.4 mg ,1 mg ,--
KK-542,90°C,20 bar,methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,(R)-Xyl-SDP (L9) ,Ammonium chloride ,--,405.30 ,468.30 ,700.87 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0213 mmol,--,100 ,1 ,1.05 ,10 ,--,86 mg ,1 mg ,1.5 mg ,1 mg ,--
KK-545,50°C,30 bar,DMSO, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0022 mmol,0.2135 mmol,--,100 ,1 ,1.1 ,100 ,--,86 mg ,1 mg ,1.2 mg ,28 mg ,--
KK-546,50°C,30bar,DMSO:MeOH (10:90), 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0022 mmol,0.2135 mmol,--,100 ,1 ,1.1 ,100 ,--,86 mg ,1 mg ,1.2 mg ,28 mg ,--
KK-547,45°C,30 bar,Methanol, 18 hrs,85%,98%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.4112 mmol,--,100 ,1 ,2 ,200 ,--,86 mg ,1 mg ,2.2 mg ,57 mg ,--
KK-548,45°C,30 bar,Methanol, 18 hrs,85%,98%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.4112 mmol,--,100 ,1 ,2 ,200 ,--,86 mg ,1 mg ,2.2 mg ,57 mg ,--
KK-549,70°C,10 bar,Methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Ammonium chloride ,--,405.30 ,468.30 ,414.29 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.0213 mmol,--,100 ,1 ,2 ,10 ,--,86 mg ,1 mg ,2 mg ,1 mg ,--
KK-550,70°C,20 bar,Methanol, 18 hrs,26%,85%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L3 ,Ammonium chloride ,--,405.30 ,468.30 ,414.29 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.0213 mmol,--,100 ,1 ,2 ,10 ,--,86 mg ,1 mg ,2 mg ,1 mg ,--
KK-551,60°C,30 bar,Methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,--,--,405.30 ,468.30 ,526.51 ,--,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,--,--,100 ,1 ,1 ,--,--,86 mg ,1 mg ,1.1 mg ,--,--
KK-552,60°C,30 bar,Methanol, 18 hrs,56%,82%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0105 mmol,--,100 ,1 ,1 ,5 ,--,86 mg ,1 mg ,1.1 mg ,1.5 mg ,--
KK-553,60°C,30 bar,Methanol, 18 hrs,08%,69%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,TFE ,--,405.30 ,468.30 ,526.51 ,100.04 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0213 mmol,--,100 ,1 ,1 ,10 ,--,86 mg ,1 mg ,1.1 mg ,2 mg ,--
KK-554,50°C,30 bar,Methanol, 63 hrs,28%,88%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0050 mmol,--,100 ,1 ,1 ,2.5 ,--,86 mg ,1 mg ,1.1 mg ,0.7 mg ,--
KK-555,50°C,30 bar,Methanol, 63 hrs,45%,88%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0050 mmol,--,100 ,1 ,1 ,2.5 ,--,86 mg ,1 mg ,1.1 mg ,0.7 mg ,--
KK-556,60°C,30 bar,Methanol, 42 hrs,05%,72%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,TFE ,--,405.30 ,468.30 ,526.51 ,100.04 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0213 mmol,--,100 ,1 ,1 ,10 ,--,86 mg ,1 mg ,1.1 mg ,2 mg ,--
KK-557,60°C,30 bar,Methanol, 42 hrs,07%,72%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,TFE ,--,405.30 ,468.30 ,526.51 ,100.04 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0213 mmol,--,100 ,1 ,1 ,10 ,--,86 mg ,1 mg ,1.1 mg ,2 mg ,--
KK-558,50°C,30 bar,Methanol, 18 hrs,76%,94%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.4112 mmol,0.0021 mmol,0.0021 mmol,0.4112 mmol,--,200 ,1 ,1 ,200 ,--,173 mg ,1 mg ,1.1 mg ,57 mg ,--
KK-559,50°C,30 bar,Methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,2.0000 mmol,0.0021 mmol,0.0021 mmol,0.4112 mmol,--,1000 ,1 ,1 ,200 ,--,808.6 mg ,1 mg ,1.1 mg ,57 mg ,--
KK-560,50°C,30 bar,Methanol, 72 hrs,35%,80%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.4112 mmol,0.0021 mmol,0.0021 mmol,0.0050 mmol,--,200 ,1 ,1 ,2.5 ,--,173 mg ,1 mg ,1.1 mg ,0.7 mg ,--
KK-561,50°C,30 bar,Methanol, 72 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,2.0000 mmol,0.0021 mmol,0.0021 mmol,0.0050 mmol,--,1000 ,1 ,1 ,2.5 ,--,808.6 mg ,1 mg ,1.1 mg ,0.7 mg ,--
KK-562,50°C,10 bar,Methanol, 18 hrs,81%,94%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.4260 mmol,--,100 ,1 ,2 ,200 ,--,86 mg ,1 mg ,2.2 mg ,58 mg ,--
KK-563,50°C,30 bar,Methanol, 3 hrs,98%,94%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0106 mmol,0.0213 mmol,0.3201 mmol,--,1 ,5 mol% ,10 mol% ,150 mol% ,--,86 mg ,5 mg ,11 mg ,44 mg ,--
KK-564,50°C,30 bar,Methanol, 3 hrs,99%,94%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0106 mmol,0.0213 mmol,0.3201 mmol,--,1 ,5 mol% ,10 mol% ,150 mol% ,--,86 mg ,5 mg ,11 mg ,44 mg ,--
KK-565,50°C,30 bar,Methanol, 24 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.6300 mmol,--,100 ,1 ,2 ,300 ,--,86 mg ,1 mg ,2.2 mg ,87 mg ,--
KK-566,50°C,30 bar,Methanol, 18 hrs,48%,96%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.8656 mmol,0.0021 mmol,0.0021 mmol,0.8656 mmol,--,1 ,0.25 ,0.25 ,1 ,--,350 mg ,1 mg ,1.1 mg ,119 mg ,--
KK-567,50°C,30 bar,Methanol, 18 hrs,59%,94%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.4270 mmol,0.0021 mmol,0.0021 mmol,0.2135 mmol,--,200 ,1 ,1 ,100 ,--,173 mg ,1 mg ,1.1 mg ,29 mg ,--
KK-568,50°C,30 bar,Methanol, 18 hrs,89%,94%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.2135 mmol,--,100 ,1 ,2 ,100 ,--,86 mg ,1 mg ,2.2 mg ,29 mg ,--
KK-569,50°C,30 bar,Methanol, 18 hrs,92%,95%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,tBu bicarbonate ,405.30 ,468.30 ,526.51 ,138.12 ,218.25 ,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.2135 mmol,0.2135 mmol,100 ,1 ,2 ,100 ,100 ,86 mg ,1 mg ,2.2 mg ,29 mg ,46 mg 
KK-570,50°C,30 bar,Methanol, 18 hrs,85%,95%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,Ethyl acetate ,405.30 ,468.30 ,526.51 ,138.12 ,88.10 ,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.2135 mmol,0.2135 mmol,100 ,1 ,2 ,100 ,100 ,86 mg ,1 mg ,2.2 mg ,29 mg ,19 mg 
KK-571,50°C,30 bar,Methanol, 18 hrs,05%,91%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,tBu bicarbonate ,--,405.30 ,468.30 ,526.51 ,218.25 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.2135 mmol,--,100 ,1 ,2 ,100 ,--,86 mg ,1 mg ,2.2 mg ,46 mg ,--
KK-572,50°C,30 bar,Methanol, 18 hrs,05%,86%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Ethyl acetate ,--,405.30 ,468.30 ,526.51 ,88.10 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.2135 mmol,--,100 ,1 ,2 ,100 ,--,86 mg ,1 mg ,2.2 mg ,19 mg ,--
KK-593,45°C,30 bar,Methanol, 4.5 hrs,96%,96%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,12.3380 mmol,0.2473 mmol,0.2968 mmol,12.3380 mmol,--,1 ,2 mol% ,2.4 mol% ,1 ,--,5000 mg ,115 mg ,156 mg ,1707 mg ,--
KK-594,45°C,30 bar,Methanol, 4.5 hrs,32%,98%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,4.9468 mmol,0.2473 mmol,0.2968 mmol,4.9468 mmol,--,1 ,5 mol% ,6 mol% ,1 ,--,2000 mg ,115 mg ,156 mg ,683 mg ,--
