COMPOUND_ID	BIOACTIVITY_IN_BRIEF
CMNPD14465	activity in a number of biological assays | antiinflammatory | cytotoxicity | antiinfective
CMNPD14466	activity in a number of biological assays | antiinflammatory | cytotoxicity | antiinfective
CMNPD14467	activity in a number of biological assays | antiinflammatory | cytotoxicity | antiinfective
CMNPD14470	activity in a number of biological assays | antiinflammatory | cytotoxicity | antiinfective
CMNPD14471	activity in a number of biological assays | antiinflammatory | cytotoxicity | antiinfective
CMNPD14473	potent antiproliferative activity towards tumour cell lines
CMNPD14476	mild growth inhibition of Plasmodium falciparum
CMNPD14477	mild growth inhibition of Plasmodium falciparum
CMNPD14479	mild growth inhibition of Plasmodium falciparum
CMNPD14481	modestly potent growth inhibitor against two tumour cell lines
CMNPD14488	modestly cytotoxic
CMNPD14489	modest cytotoxicity towards tumour cell lines
CMNPD14490	modest cytotoxicity towards tumour cell lines
CMNPD14491	modest cytotoxicity towards tumour cell lines
CMNPD14493	modest biological activity towards Plasmodium falciparum and human tumour cell lines
CMNPD14506	inhibitor of cytokinesis
CMNPD14507	inhibitor of cytokinesis
CMNPD14519	moderately potent inhibitor of the mitochondrial respiratory chain
CMNPD14520	moderately potent inhibitor of the mitochondrial respiratory chain
CMNPD14532	modest cytotoxicity towards a panel of mouse and human tumour cell lines
CMNPD14533	modest cytotoxicity towards a panel of mouse and human tumour cell lines
CMNPD14536	modestly cytotoxic
CMNPD14537	modestly cytotoxic
CMNPD14538	modestly cytotoxic
CMNPD14539	modestly cytotoxic
CMNPD14540	modestly cytotoxic
CMNPD14541	modestly cytotoxic
CMNPD14542	modestly cytotoxic
CMNPD14543	mild cytotoxicity
CMNPD14548	mildly cytotoxic
CMNPD14555	cytotoxicity against murine IC-2WT tumour cells in vitro
CMNPD14556	cytotoxicity against murine IC-2WT tumour cells in vitro
CMNPD14557	cytotoxicity against murine IC-2WT tumour cells in vitro
CMNPD14558	cytotoxicity against murine IC-2WT tumour cells in vitro
CMNPD14559	cytotoxicity against murine IC-2WT tumour cells in vitro
CMNPD14560	cytotoxicity against murine IC-2WT tumour cells in vitro
CMNPD14564	inhibitory to L1210 murine leukemia cells
CMNPD14565	inhibitory to L1210 murine leukemia cells
CMNPD14566	cytotoxic
CMNPD14570	cytotoxic
CMNPD14571	cytotoxic
CMNPD14572	cytotoxic
CMNPD14575	antimicrobial
CMNPD14583	antifungal
CMNPD14598	relatively potent partial agonist of human A3 adenosine receptors
CMNPD14600	weakly cytotoxic
CMNPD14601	weakly cytotoxic
CMNPD14602	weakly cytotoxic
CMNPD14603	weakly cytotoxic
CMNPD14605	mildly antibacterial
CMNPD14619	neuritogenic activity against PC12 cells in the presence of nerve growth factor
CMNPD14620	neuritogenic activity
CMNPD14621	neuritogenic activity
CMNPD14622	neuritogenic activity
CMNPD14625	modest in vitro cytotoxicity towards a panel of human tumour cell lines
CMNPD14626	modest in vitro cytotoxicity towards a panel of human tumour cell lines
CMNPD14627	modest in vitro cytotoxicity towards a panel of human tumour cell lines
CMNPD14628	modest in vitro cytotoxicity towards a panel of human tumour cell lines
CMNPD14629	modest in vitro cytotoxicity towards a panel of human tumour cell lines
CMNPD14630	modest in vitro cytotoxicity towards a panel of human tumour cell lines
CMNPD14631	modest in vitro cytotoxicity towards a panel of human tumour cell lines
CMNPD14632	modest in vitro cytotoxicity towards a panel of human tumour cell lines
CMNPD14633	modest in vitro cytotoxicity towards a panel of human tumour cell lines
CMNPD14634	modest in vitro cytotoxicity towards a panel of human tumour cell lines
CMNPD14635	modest in vitro cytotoxicity towards a panel of human tumour cell lines
CMNPD14636	modest in vitro cytotoxicity towards a panel of human tumour cell lines
CMNPD14637	modest in vitro cytotoxicity towards a panel of human tumour cell lines
CMNPD14638	modest in vitro cytotoxicity towards a panel of human tumour cell lines
CMNPD14660	mildly bioactive
CMNPD14666	induce neurite outgrowth in PC12 cells
CMNPD14667	induce neurite outgrowth in PC12 cells
CMNPD14668	induce neurite outgrowth in PC12 cells
CMNPD14675	inhibit human colon carcinoma HCT-116 cells
CMNPD14679	significant activity against methicillin-resistant Staphylococcus aureus (MRSA) | vancomycin-resistant Enterococcus faecium (VREF) | cytotoxic to human colon carcinoma HCT-116 cells
CMNPD14680	significant activity against methicillin-resistant Staphylococcus aureus (MRSA) | vancomycin-resistant Enterococcus faecium (VREF) | cytotoxic to human colon carcinoma HCT-116 cells
CMNPD14681	significant activity against methicillin-resistant Staphylococcus aureus (MRSA) | vancomycin-resistant Enterococcus faecium (VREF) | cytotoxic to human colon carcinoma HCT-116 cells
CMNPD14682	significant activity against methicillin-resistant Staphylococcus aureus (MRSA) | vancomycin-resistant Enterococcus faecium (VREF) | cytotoxic to human colon carcinoma HCT-116 cells
CMNPD14683	potent differentiation inducer of M. oxyspermum | induce germination in other green macroalgae
CMNPD14684	active against A-549 lung and Jurkat human leukaemia cell lines
CMNPD14689	antioxidant activity in the 1,1-diphenyl-2-picrylhydrazyl (DPPH) free radical scavenging assay
CMNPD14690	active against both drug-sensitive and drug-resistant Gram positive microorganisms | inhibit growth of the murine melanoma cell line B16-F10
CMNPD14691	antitumour activity against a number of human cancer cell lines
CMNPD14692	antitumour activity against a number of human cancer cell lines
CMNPD14693	weak inhibitor of the recombinant enzyme sortase B
CMNPD14694	weak inhibitor of the recombinant enzyme sortase B
CMNPD14695	activity against HT-29 and B16-F10 cell lines
CMNPD14698	active against E. coli, S. aureus and Streptomyces viridochromogenes | cytotoxic to HMO2 (gastric adenocarcinoma) and HePG2 (hepatic carcinoma) cell lines
CMNPD14710	inhibitor of the proliferation of a variety of murine and human cancer cell lines
CMNPD14714	inhibit the ubiquitin-activating enzyme E1
CMNPD14717	active against the sea urchin Strongylocentrus intermedius | cytotoxic to embryos and spermatoxic to sperm
CMNPD14719	weak antifungal activity against Cryptococcus neoformans | antibacterial activity against Micrococcus luteus
CMNPD14720	weak antifungal activity against Cryptococcus neoformans | antibacterial activity against Micrococcus luteus
CMNPD14725	weakly active against L1210 cells | antibacterial against M. luteus and B. subtilis
CMNPD14726	modestly cytotoxic against L1210 cells
CMNPD14728	active against HIV | neuroprotective potential | selectively active against L5178y cells
CMNPD14730	weak cytotoxicity
CMNPD14731	weakly cytotoxic to A-549 cells only
CMNPD14734	antiproliferative
CMNPD14735	antiproliferative
CMNPD14736	cytotoxic to P388 and A-549 cell lines
CMNPD14737	cytotoxic to P388 and A-549 cell lines
CMNPD14738	cytotoxic to a range of human tumour cell lines
CMNPD14739	cytotoxic to a range of human tumour cell lines | strongly cytotoxic to SKOV-3 cells (human ovarian carcinoma)
CMNPD14740	cytotoxic agent against tsFT210 cells
CMNPD14742	motility inhibitor of the dinoflagellate Prorocentrum micans
CMNPD14743	motility inhibitor of the dinoflagellate Prorocentrum micans
CMNPD14744	modest growth inhibition of alga | antibacterial | antifungal
CMNPD14745	modest growth inhibition of alga | antibacterial | antifungal
CMNPD14746	modest growth inhibition of alga | antibacterial | antifungal
CMNPD14747	modest growth inhibition of alga | antibacterial | antifungal
CMNPD14748	modest growth inhibition of alga | antibacterial | antifungal
CMNPD14749	modest growth inhibition of alga | antibacterial | antifungal
CMNPD14750	modest growth inhibition of alga | antibacterial | antifungal
CMNPD14751	modest growth inhibition of alga | antibacterial | antifungal
CMNPD14752	modest growth inhibition of alga | antibacterial | antifungal
CMNPD14753	modest growth inhibition of alga | antibacterial | antifungal
CMNPD14754	modest growth inhibition of alga | antibacterial | antifungal
CMNPD14755	inhibit tyrosinase
CMNPD14757	moderately cytotoxic to L1210 and KB cells
CMNPD14758	induce neuritogenesis in neuroblastoma neuro-2a cells at low concentration | cytotoxic at higher concentration
CMNPD14759	inhibitor of adhesion of human leukaemia HL-60 cells to human umbilical vein endothelial cells (HUVEC)
CMNPD14760	inhibitor of adhesion of human leukaemia HL-60 cells to human umbilical vein endothelial cells (HUVEC)
CMNPD14761	inhibitor of adhesion of human leukaemia HL-60 cells to human umbilical vein endothelial cells (HUVEC)
CMNPD14762	cytotoxicity against HCT-116 cells
CMNPD14763	cytotoxicity against HCT-116 cells
CMNPD14764	cytotoxicity against HCT-116 cells
CMNPD14765	cytotoxicity against HCT-116 cells
CMNPD14771	antimicrofilament activity | cytotoxic towards L1210 and C38 cell lines
CMNPD14773	potent L-calcium channel blocker
CMNPD14774	cytotoxic against the KB and Raji cell lines
CMNPD14775	cytotoxic to NCI-H460 and neuro-2a cell lines
CMNPD14776	cytotoxic to NCI-H460 and neuro-2a cell lines
CMNPD14777	cytotoxic to NCI-H460 and neuro-2a cell lines
CMNPD14778	cytotoxic to NCI-H460 and neuro-2a cell lines
CMNPD14779	cytotoxic to NCI-H460 and neuro-2a cell lines
CMNPD14780	cytotoxic to brine shrimp and to the NCI-H460 and neuro-2a cell lines
CMNPD14781	cytotoxic to brine shrimp and to the NCI-H460 and neuro-2a cell lines
CMNPD14782	cytotoxic to brine shrimp and to the NCI-H460 and neuro-2a cell lines
CMNPD14783	cytotoxic to brine shrimp and to the NCI-H460 and neuro-2a cell lines
CMNPD14784	comparable activity to swinholide A | inhibiting proliferation in NCI-H460, neuro-2a and MDA-MB-435 cell lines and inhibiting cytokinesis
CMNPD14788	modest antifungal
CMNPD14792	active towards Aspergillus niger | haemolytic activity
CMNPD14793	haemolytic against mouse erythrocytes, cytotoxic against P388 cells | antifungal towards Aspergillus niger to varying degrees
CMNPD14794	haemolytic against mouse erythrocytes, cytotoxic against P388 cells | antifungal towards Aspergillus niger to varying degrees
CMNPD14795	haemolytic against mouse erythrocytes, cytotoxic against P388 cells | antifungal towards Aspergillus niger to varying degrees
CMNPD14796	haemolytic against mouse erythrocytes, cytotoxic against P388 cells | antifungal towards Aspergillus niger to varying degrees
CMNPD14797	haemolytic against mouse erythrocytes, cytotoxic against P388 cells | antifungal towards Aspergillus niger to varying degrees
CMNPD14798	weakly antibacterial
CMNPD14799	potently cytotoxic against L1210 and KB cell lines
CMNPD14800	potently cytotoxic against L1210 and KB cell lines
CMNPD14807	brevetoxin from the binding site in rat brain synaptosomes | antagonise toxic effects of brevetoxins in fish | itself non-toxic to fish
CMNPD14812	inhibitor of DLD-1 and RP-MI7951 cell lines
CMNPD14846	significant activity in the DPPH assay
CMNPD14847	significant activity in the DPPH assay
CMNPD14848	significant activity in the DPPH assay
CMNPD14849	significant activity in the DPPH assay
CMNPD14850	significant activity in the DPPH assay
CMNPD14851	significant activity in the DPPH assay
CMNPD14852	significant activity in the DPPH assay | inhibitor of butylcholine esterase
CMNPD14853	significant activity in the DPPH assay
CMNPD14854	significant activity in the DPPH assay
CMNPD14855	significant activity in the DPPH assay
CMNPD14856	significant activity in the DPPH assay
CMNPD14857	significant activity in the DPPH assay
CMNPD14858	significant activity in the DPPH assay
CMNPD14859	significant activity in the DPPH assay
CMNPD14860	significant activity in the DPPH assay | inhibitor of butylcholine esterase
CMNPD14861	significant activity in the DPPH assay
CMNPD14862	significant antioxidant activity
CMNPD14863	potently active against human cytomegalovirus (HCMV) in vitro
CMNPD14864	strongly antioxidant
CMNPD14865	strongly antioxidant | antiproliferative effects against 26-L5 cells
CMNPD14866	strongly antioxidant | antiproliferative effects against 26-L5 cells
CMNPD14867	strongly antioxidant | antiproliferative effects against 26-L5 cells
CMNPD14868	cytotoxic agent against the NSCLC-N6 and A-549 cell lines
CMNPD14869	cytotoxic agent against the NSCLC-N6 and A-549 cell lines
CMNPD14870	anti-inflammatory agents by inhibition of leukotriene biosynthesis
CMNPD14871	anti-inflammatory agents by inhibition of leukotriene biosynthesis
CMNPD14872	variously active in a range of bioassays | cytotoxicity | sodium channels | modulation of intracellular calcium concentrations
CMNPD14873	variously active in a range of bioassays | cytotoxicity | sodium channels | modulation of intracellular calcium concentrations
CMNPD14874	variously active in a range of bioassays | cytotoxicity | sodium channels | modulation of intracellular calcium concentrations
CMNPD14875	variously active in a range of bioassays | cytotoxicity | sodium channels | modulation of intracellular calcium concentrations
CMNPD14876	variously active in a range of bioassays | cytotoxicity | sodium channels | modulation of intracellular calcium concentrations
CMNPD14890	active against P388 cells and HT-29 cells
CMNPD14891	active against P388 cells
CMNPD14907	cytotoxic against the NSCLC-N6 and A-549 cancer cell lines
CMNPD14908	cytotoxic against the NSCLC-N6 and A-549 cancer cell lines
CMNPD14909	cytotoxic against the NSCLC-N6 and A-549 cancer cell lines
CMNPD14932	significant aldose reductase inhibitor
CMNPD14933	significant aldose reductase inhibitor
CMNPD14934	significant aldose reductase inhibitor
CMNPD14940	moderate activity against the human oesophageal cancer cell line WHCO1
CMNPD14941	moderate activity against the human oesophageal cancer cell line WHCO1
CMNPD14951	toxic to larvae of the scleractinian coral Pseudosiderastrea tayamai
CMNPD14952	toxic to larvae of the scleractinian coral Pseudosiderastrea tayamai
CMNPD14953	antibacterial | antifungal | anti-HIV active | cytotoxic to several human tumour cell lines by specific induction of apoptosis
CMNPD14954	antibacterial | antifungal
CMNPD14955	antibacterial | antifungal
CMNPD15027	antifungal against Candida glabrata
CMNPD15028	inhibitor of Raf kinase
CMNPD15029	inhibitor of Raf kinase
CMNPD15030	inhibitor of Raf kinase
CMNPD15031	telomerase inhibitory activity
CMNPD15044	cytotoxic to cancer cell lines
CMNPD15046	cytotoxic to cancer cell lines
CMNPD15047	cytotoxic
CMNPD15048	cytotoxic
CMNPD15049	cytotoxic to brine shrimp
CMNPD15050	cytotoxic to brine shrimp
CMNPD15053	weakly cytotoxic
CMNPD15055	cytotoxic
CMNPD15056	cytotoxic
CMNPD15057	cytotoxic
CMNPD15058	cytotoxic
CMNPD15059	cytotoxic
CMNPD15060	cytotoxic
CMNPD15061	cytotoxic
